scientific_name_regional,scientific_name,region_code,rlc,status,endemic,comments,use
Hipparchia arethusa,Arethusana arethusa,BG,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,CH,RE,Ex,,,y
Arethusana arethusa,Arethusana arethusa,CZ,VU,P,,,y
Arethusana arethusa,Arethusana arethusa,DE,RE,Ex,,,y
Arethusana arethusa,Arethusana arethusa,ES,NE,P,,,y
Arethusana arethusa,Arethusana arethusa,EU27,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,EUR,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,FR,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,GR,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,HR,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,HU,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,IT,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,MD,NRLA,P,,Addition Rudi Verovnik,y
Arethusana arethusa,Arethusana arethusa,ME,NRLA,P,,,y
Arethusana arethusa,Arethusana arethusa,MK,Unknown,P,,,y
Arethusana arethusa,Arethusana arethusa,NL,NE,I,,van Swaay et al. (in prep.),n
Arethusana arethusa,Arethusana arethusa,PT,NRLA,P,,,y
Arethusana arethusa,Arethusana arethusa,RO,NT,P,,,y
Arethusana arethusa,Arethusana arethusa,RS,LC,P,,NT in 2003,y
Arethusana arethusa,Arethusana arethusa,RU,NRLA,P,,,y
Arethusana arethusa,Arethusana arethusa,SI,LC,P,,,y
Arethusana arethusa,Arethusana arethusa,SK,VU,P,,,y
Arethusana arethusa,Arethusana arethusa,UA,NT,P,,,y
Argynnis laodice,Argynnis laodice,BY,Unknown,P,,,y
Argynnis laodice,Argynnis laodice,CZ,LC,A,,Deleted by Alois,n
Argynnis laodice,Argynnis laodice,DE,CR,P,,,y
Argynnis laodice,Argynnis laodice,DK,NtA,I,,Occasional migrant,n
Argynnis laodice,Argynnis laodice,EE,LC,P,,,y
Argynnis laodice,Argynnis laodice,EU27,NT,P,,,y
Argynnis laodice,Argynnis laodice,EUR,LC,P,,,y
Argynnis laodice,Argynnis laodice,FI,NtA,P,,,y
Argynnis laodice,Argynnis laodice,HU,NT,P,,,y
Argynnis laodice,Argynnis laodice,LT,LC,P,,,y
Argynnis laodice,Argynnis laodice,LV,NRLA,P,,,y
Argynnis laodice,Argynnis laodice,PL,LC,P,,,y
Argynnis laodice,Argynnis laodice,RO,EN,P,,,y
Argynnis laodice,Argynnis laodice,RU,NRLA,P,,,y
Argynnis laodice,Argynnis laodice,SE,NtA,I,,Only temporary,n
Argynnis laodice,Argynnis laodice,SK,LC,P,,,y
Argynnis laodice,Argynnis laodice,UA,VU,P,,,y
Argynnis pandora,Argynnis pandora,AD,VU,P,,,y
Argynnis pandora,Argynnis pandora,AL,VU,P,,,y
Argynnis pandora,Argynnis pandora,AT,NE,I,,Occasional migrant,n
Argynnis pandora,Argynnis pandora,BA,NT,P,,,y
Argynnis pandora,Argynnis pandora,BG,LC,P,,,y
Argynnis pandora,Argynnis pandora,CH,NtA,P,,,y
Argynnis pandora,Argynnis pandora,CY,NRLA,P,,,y
Argynnis pandora,Argynnis pandora,CZ,NE,I,,,n
Argynnis pandora,Argynnis pandora,ES,NE,P,,,y
Argynnis pandora,Argynnis pandora,EU27,LC,P,,,y
Argynnis pandora,Argynnis pandora,EUR,LC,P,,,y
Argynnis pandora,Argynnis pandora,FR,LC,P,,,y
Argynnis pandora,Argynnis pandora,GR,LC,P,,,y
Argynnis pandora,Argynnis pandora,HR,LC,P,,,y
Argynnis pandora,Argynnis pandora,HU,LC,P,,,y
Argynnis pandora,Argynnis pandora,IT,LC,P,,,y
Argynnis pandora,Argynnis pandora,MA_CA,NRLA,P,,,y
Argynnis pandora,Argynnis pandora,MA_CA_El Hierro,NRLA,P,,,
Argynnis pandora,Argynnis pandora,MA_CA_La Gomera,NRLA,P,,,
Argynnis pandora,Argynnis pandora,MA_CA_La Palma,NRLA,P,,,
Argynnis pandora,Argynnis pandora,MA_CA_Tenerife,NRLA,P,,,
Argynnis pandora,Argynnis pandora,MD,NRLA,P,,,y
Argynnis pandora,Argynnis pandora,ME,NRLA,P,,,y
Argynnis pandora,Argynnis pandora,MK,Unknown,P,,,y
Argynnis pandora,Argynnis pandora,PL,LC/NE,I,,A rare migrant at the edge of its ditribution range,n
Argynnis pandora,Argynnis pandora,PT,NRLA,P,,,y
Argynnis pandora,Argynnis pandora,RO,NT,P,,,y
Argynnis pandora,Argynnis pandora,RS,LC,P,,EN in 2003,y
Argynnis pandora,Argynnis pandora,RU,NRLA,P,,,y
Argynnis pandora,Argynnis pandora,SI,LC,P,,,y
Argynnis pandora,Argynnis pandora,SK,NtA,I,,Rare migrant,n
Argynnis pandora,Argynnis pandora,UA,LC,P,,,y
Argynnis paphia,Argynnis paphia,AD,LC,P,,,y
Argynnis paphia,Argynnis paphia,AL,Unknown,P,,,y
Argynnis paphia,Argynnis paphia,AT,LC,P,,,y
Argynnis paphia,Argynnis paphia,BA,LC,P,,,y
Argynnis paphia,Argynnis paphia,BE,LC,P,,,y
Argynnis paphia,Argynnis paphia,BG,LC,P,,,y
Argynnis paphia,Argynnis paphia,BY,Unknown,P,,,y
Argynnis paphia,Argynnis paphia,CH,LC,P,,,y
Argynnis paphia,Argynnis paphia,CZ,NE,P,,,y
Argynnis paphia,Argynnis paphia,DE,LC,P,,,y
Argynnis paphia,Argynnis paphia,DK,EN,P,,,y
Argynnis paphia,Argynnis paphia,EE,LC,P,,,y
Argynnis paphia,Argynnis paphia,ES,NE,P,,,y
Argynnis paphia,Argynnis paphia,EU27,LC,P,,,y
Argynnis paphia,Argynnis paphia,EUR,LC,P,,,y
Argynnis paphia,Argynnis paphia,FI,LC,P,,,y
Argynnis paphia,Argynnis paphia,FR,LC,P,,,y
Argynnis paphia,Argynnis paphia,GB,LC,P,,,y
Argynnis paphia,Argynnis paphia,GR,LC,P,,,y
Argynnis paphia,Argynnis paphia,HR,LC,P,,,y
Argynnis paphia,Argynnis paphia,HU,LC,P,,,y
Argynnis paphia,Argynnis paphia,IE,LC,P,,,y
Argynnis paphia,Argynnis paphia,IT,LC,P,,,y
Argynnis paphia,Argynnis paphia,LI,NRLA,P,,,y
Argynnis paphia,Argynnis paphia,LT,LC,P,,,y
Argynnis paphia,Argynnis paphia,LU,LC,P,,,y
Argynnis paphia,Argynnis paphia,LV,NRLA,P,,,y
Argynnis paphia,Argynnis paphia,MD,NRLA,P,,,y
Argynnis paphia,Argynnis paphia,ME,NRLA,P,,,y
Argynnis paphia,Argynnis paphia,MK,Unknown,P,,,y
Argynnis paphia,Argynnis paphia,NL,RE,P,,Present since last assessment,y
Argynnis paphia,Argynnis paphia,NO,LC,P,,,y
Argynnis paphia,Argynnis paphia,PL,LC,P,,,y
Argynnis paphia,Argynnis paphia,PT,NRLA,P,,,y
Argynnis paphia,Argynnis paphia,RO,LC,P,,,y
Argynnis paphia,Argynnis paphia,RS,LC,P,,VU in 2003,y
Argynnis paphia,Argynnis paphia,RU,NRLA,P,,,y
Argynnis paphia,Argynnis paphia,SE,LC,P,,,y
Argynnis paphia,Argynnis paphia,SI,LC,P,,,y
Argynnis paphia,Argynnis paphia,SK,LC,P,,,y
Argynnis paphia,Argynnis paphia,UA,LC,P,,,y
Aricia agestis,Aricia agestis,AL,Unknown,P,,,y
Aricia agestis,Aricia agestis,AT,NT,P,,,y
Aricia agestis,Aricia agestis,BA,LC,P,,,y
Aricia agestis,Aricia agestis,BE,LC,P,,,y
Aricia agestis,Aricia agestis,BG,LC,P,,,y
Aricia agestis,Aricia agestis,BY,Unknown,P,,,y
Aricia agestis,Aricia agestis,CH,LC,P,,,y
Aricia agestis,Aricia agestis,CY,NRLA,P,,,y
Aricia agestis,Aricia agestis,CZ,NE,P,,,y
Aricia agestis,Aricia agestis,DE,LC,P,,,y
Aricia agestis,Aricia agestis,DK,LC,P,,,y
Aricia agestis,Aricia agestis,ES,NE,P,,,y
Aricia agestis,Aricia agestis,EU27,LC,P,,,y
Aricia agestis,Aricia agestis,EUR,LC,P,,,y
Aricia agestis,Aricia agestis,FR,LC,P,,,y
Aricia agestis,Aricia agestis,GB,LC,P,,,y
Aricia agestis,Aricia agestis,GR,LC,P,,,y
Aricia agestis,Aricia agestis,HR,LC,P,,,y
Aricia agestis,Aricia agestis,HU,LC,P,,,y
Aricia agestis,Aricia agestis,IT,LC,P,,,y
Aricia agestis,Aricia agestis,LT,LC,P,,,y
Aricia agestis,Aricia agestis,LU,LC,P,,,y
Aricia agestis,Aricia agestis,MD,NRLA,P,,,y
Aricia agestis,Aricia agestis,ME,NRLA,P,,,y
Aricia agestis,Aricia agestis,MK,Unknown,P,,,y
Aricia agestis,Aricia agestis,MT,NRLA,P,,Extremely rare if not extirpated. Formerly quite common,y
Aricia agestis,Aricia agestis,NL,NT,P,,,y
Aricia agestis,Aricia agestis,PL,LC,P,,,y
Aricia agestis,Aricia agestis,PT,NRLA,A,,Removed by Patricia Garcia Pereira,n
Aricia agestis,Aricia agestis,RO,LC,P,,,y
Aricia agestis,Aricia agestis,RS,LC,P,,,y
Aricia agestis,Aricia agestis,RU,NRLA,P,,,y
Aricia agestis,Aricia agestis,SE,LC,P,,,y
Aricia agestis,Aricia agestis,SI,LC,P,,,y
Aricia agestis,Aricia agestis,SK,LC,P,,,y
Aricia agestis,Aricia agestis,UA,LC,P,,,y
Aricia anteros,Aricia anteros,AL,Unknown,P,,,y
Aricia anteros,Aricia anteros,BA,EN,P,,,y
Aricia anteros,Aricia anteros,BG,LC,P,,,y
Aricia anteros,Aricia anteros,EU27,LC,P,,,y
Aricia anteros,Aricia anteros,EUR,NT,P,,,y
Aricia anteros,Aricia anteros,GR,LC,P,,,y
Aricia anteros,Aricia anteros,HR,LC,P,,,y
Aricia anteros,Aricia anteros,ME,NRLA,P,,,y
Aricia anteros,Aricia anteros,MK,Unknown,P,,,y
Aricia anteros,Aricia anteros,RO,RE,Ex,,,y
Aricia anteros,Aricia anteros,RS,LC,P,,EN in 2003,y
Aricia anteros,Aricia anteros,UA,CR,P,,,y
Aricia artaxerxes,Aricia artaxerxes,AD,DD,A,,Replaced by Aricia montensis,n
Aricia artaxerxes,Aricia artaxerxes,AL,Unknown,P,,,y
Aricia artaxerxes,Aricia artaxerxes,AT,NT,P,,,y
Aricia artaxerxes,Aricia artaxerxes,BA,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,BG,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,BY,Unknown,P,,,y
Aricia artaxerxes,Aricia artaxerxes,CH,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,CZ,CR,P,,,y
Aricia artaxerxes,Aricia artaxerxes,DE,DD,P,,,y
Aricia artaxerxes,Aricia artaxerxes,DK,CR,P,,,y
Aricia artaxerxes,Aricia artaxerxes,EE,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,EU27,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,EUR,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,FI,LC,P,,,y
Aricia (artaxerxes) montensis,Aricia artaxerxes,FR,Unknown,Excluded,,,n
Aricia artaxerxes,Aricia artaxerxes,FR,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,GB,VU,P,,,y
Aricia artaxerxes,Aricia artaxerxes,GR,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,HR,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,HU,EN,P,,,y
Aricia allous,Aricia artaxerxes,IT,LC,Excluded,,Comment Rudi Verovnik: synonym of Aricia artaxerxes,n
Aricia artaxerxes,Aricia artaxerxes,IT,LC,P,,Addition Rudi Verovnik,y
Aricia artaxerxes,Aricia artaxerxes,LI,NRLA,P,,,y
Aricia artaxerxes,Aricia artaxerxes,LT,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,LV,NRLA,P,,,y
Aricia artaxerxes,Aricia artaxerxes,ME,NRLA,P,,,y
Aricia artaxerxes,Aricia artaxerxes,MK,Unknown,P,,,y
Aricia artaxerxes,Aricia artaxerxes,NO,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,PL,EN,P,,,y
Aricia artaxerxes,Aricia artaxerxes,RO,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,RS,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,RU,NRLA,P,,,y
Aricia artaxerxes,Aricia artaxerxes,SE,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,SI,LC,P,,,y
Aricia artaxerxes,Aricia artaxerxes,SK,VU,P,,,y
Aricia artaxerxes,Aricia artaxerxes,UA,DD,P,,,y
Aricia cramera,Aricia cramera,AD,DD,A,,Uncertain according to Roger Vila,n
Aricia cramera,Aricia cramera,ES,NE,P,,,y
Aricia cramera,Aricia cramera,EU27,LC,P,,,y
Aricia cramera,Aricia cramera,EUR,LC,P,,,y
Aricia cramera,Aricia cramera,IT,LC,P,,,y
Aricia cramera,Aricia cramera,MA_CA,NRLA,P,,,y
Aricia cramera,Aricia cramera,MA_CA_El Hierro,NRLA,P,,,
Aricia cramera,Aricia cramera,MA_CA_Gran Canaria,NRLA,P,,,
Aricia cramera,Aricia cramera,MA_CA_La Gomera,NRLA,P,,,
Aricia cramera,Aricia cramera,MA_CA_La Palma,NRLA,P,,,
Aricia cramera,Aricia cramera,MA_CA_Tenerife,NRLA,P,,,
Aricia cramera,Aricia cramera,PT,NRLA,P,,,y
Aricia montensis,Aricia montensis,AD,Unknown,P,,,y
Aricia montensis,Aricia montensis,ES,NE,P,,,y
Aricia montensis,Aricia montensis,EU27,LC,P,,,y
Aricia montensis,Aricia montensis,EUR,LC,P,,,y
Aricia montensis,Aricia montensis,PT,NRLA,P,,,y
Aricia morronensis,Aricia morronensis,AD,EN,P,,,y
Aricia morronensis,Aricia morronensis,ES,NE,P,,,y
Aricia morronensis,Aricia morronensis,EU27,LC,P,EU27,,y
Aricia morronensis,Aricia morronensis,EUR,LC,P,EUR,,y
Aricia morronensis,Aricia morronensis,FR,VU,P,,,y
Aricia nicias,Aricia nicias,AD,VU,P,,,y
Aricia nicias,Aricia nicias,CH,LC,P,,,y
Aricia nicias,Aricia nicias,ES,NE,P,,,y
Aricia nicias,Aricia nicias,EU27,LC,P,,,y
Aricia nicias,Aricia nicias,EUR,LC,P,,,y
Aricia nicias,Aricia nicias,FI,NT,P,,,y
Aricia nicias,Aricia nicias,FR,LC,P,,,y
Aricia nicias,Aricia nicias,IT,LC,P,,,y
Aricia nicias,Aricia nicias,NO,VU,P,,,y
Aricia nicias,Aricia nicias,RU,NRLA,P,,,y
Aricia nicias,Aricia nicias,SE,VU,P,,,y
Azanus jesous,Azanus jesous,EU27,NRLA,P,,,
Azanus jesous,Azanus jesous,EUR,NRLA,P,,,
Azanus jesous,Azanus jesous,CY,NRLA,I,,Singleton photographed in 2015 - the first since 1940,n
Azanus jesous,Azanus jesous,ES,NE,P,,,y
Azanus ubaldus,Azanus ubaldus,EU27,NtA,P,,,n
Azanus ubaldus,Azanus ubaldus,EUR,NtA,P,,,n
Azanus ubaldus,Azanus ubaldus,IT,DD,P,,,y
Azanus ubaldus,Azanus ubaldus,MA_CA,NRLA,P,,,y
Azanus ubaldus,Azanus ubaldus,MA_CA_Fuerteventura,NRLA,P,,,
Azanus ubaldus,Azanus ubaldus,MA_CA_Gran Canaria,NRLA,P,,,
Azanus ubaldus,Azanus ubaldus,MA_CA_La Palma,NRLA,I,,,
Azanus ubaldus,Azanus ubaldus,MA_CA_Tenerife,NRLA,I,,,
Azanus ubaldus,Azanus ubaldus,MT,NRLA,P,,Catania & Seguna (2017). First recorded in 2016. Appears to have established a presence and is now breeding locally.,y
Boloria alaskensis,Boloria alaskensis,EU27,NtA,P,,,n
Boloria alaskensis,Boloria alaskensis,EUR,NtA,P,,,n
Boloria alaskensis,Boloria alaskensis,RU,NRLA,P,,,y
Boloria angarensis,Boloria angarensis,EU27,NtA,P,,,n
Boloria angarensis,Boloria angarensis,EUR,NtA,P,,,n
Clossiana angarensis,Boloria angarensis,RU,NRLA,P,,,y
Boloria aquilonaris,Boloria aquilonaris,AT,EN,P,,,y
Boloria aquilonaris,Boloria aquilonaris,BE,VU,P,,,y
Boloria aquilonaris,Boloria aquilonaris,BY,VU,P,,Red List Category added by Anatolij Kulak,y
Boloria aquilonaris,Boloria aquilonaris,CH,EN,P,,,y
Boloria aquilonaris,Boloria aquilonaris,CZ,VU,P,,,y
Boloria aquilonaris,Boloria aquilonaris,DE,EN,P,,,y
Boloria aquilonaris,Boloria aquilonaris,DK,EN,P,,,y
Boloria aquilonaris,Boloria aquilonaris,EE,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,EU27,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,EUR,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,FI,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,FR,NT,P,,,y
Boloria aquilonaris,Boloria aquilonaris,LT,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,LV,NRLA,P,,,y
Boloria aquilonaris,Boloria aquilonaris,MD,NRLA,A,,Comment Rudi Verovnik: no valid record?,n
Boloria aquilonaris,Boloria aquilonaris,NL,CR,P,,,y
Boloria aquilonaris,Boloria aquilonaris,NO,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,PL,EN,P,,Changed from VU to EN,y
Boloria aquilonaris,Boloria aquilonaris,RO,CR,P,,,y
Boloria aquilonaris,Boloria aquilonaris,RU,NRLA,P,,,y
Boloria aquilonaris,Boloria aquilonaris,SE,LC,P,,,y
Boloria aquilonaris,Boloria aquilonaris,SK,EN,P,,,y
Boloria aquilonaris,Boloria aquilonaris,UA,EN,P,,,y
Boloria chariclea,Boloria chariclea,EU27,NT,P,,,y
Boloria chariclea,Boloria chariclea,EUR,NT,P,,,y
Boloria chariclea,Boloria chariclea,FI,NT,P,,,y
Boloria chariclea,Boloria chariclea,NO,LC,P,,,y
Clossiana chariclea,Boloria chariclea,RU,NRLA,P,,,y
Boloria chariclea,Boloria chariclea,SE,LC,P,,,y
Boloria dia,Boloria dia,AD,LC,P,,,y
Boloria dia,Boloria dia,AL,Unknown,P,,,y
Boloria dia,Boloria dia,AT,LC,P,,,y
Boloria dia,Boloria dia,BA,LC,P,,,y
Boloria dia,Boloria dia,BE,EN,P,,,y
Boloria dia,Boloria dia,BG,LC,P,,,y
Boloria dia,Boloria dia,BY,Unknown,P,,,y
Boloria dia,Boloria dia,CH,NT,P,,,y
Boloria dia,Boloria dia,CZ,NE,P,,,y
Boloria dia,Boloria dia,DE,LC,P,,,y
Boloria dia,Boloria dia,DK,NE,Ex,,RE according to Ole Karsholt,y
Boloria dia,Boloria dia,EE,LC,P,,,y
Boloria dia,Boloria dia,ES,NE,P,,,y
Boloria dia,Boloria dia,EU27,LC,P,,,y
Boloria dia,Boloria dia,EUR,LC,P,,,y
Boloria dia,Boloria dia,FR,LC,P,,,y
Boloria dia,Boloria dia,GR,LC,P,,,y
Boloria dia,Boloria dia,HR,LC,P,,,y
Boloria dia,Boloria dia,HU,LC,P,,,y
Boloria dia,Boloria dia,IT,LC,P,,,y
Clossiana dia,Boloria dia,LI,NRLA,P,,,y
Boloria dia,Boloria dia,LT,LC,P,,,y
Boloria dia,Boloria dia,LU,VU,P,,,y
Boloria dia,Boloria dia,LV,NRLA,P,,,y
Boloria dia,Boloria dia,MD,NRLA,P,,,y
Boloria dia,Boloria dia,ME,NRLA,P,,,y
Boloria dia,Boloria dia,MK,Unknown,P,,,y
Boloria dia,Boloria dia,MT,NRLA,A,,Misidentification,n
Boloria dia,Boloria dia,NL,NE,I,,van Swaay et al. (in prep.),n
Boloria dia,Boloria dia,PL,LC,P,,,y
Boloria dia,Boloria dia,PT,NRLA,P,,,y
Boloria dia,Boloria dia,RO,LC,P,,,y
Boloria dia,Boloria dia,RS,LC,P,,,y
Clossiana dia,Boloria dia,RU,NRLA,P,,,y
Boloria dia,Boloria dia,SI,LC,P,,,y
Boloria dia,Boloria dia,SK,LC,P,,,y
Boloria dia,Boloria dia,UA,LC,P,,,y
Boloria eunomia,Boloria eunomia,AD,VU,P,,,y
Boloria eunomia,Boloria eunomia,AT,EN,P,,,y
Boloria eunomia,Boloria eunomia,BE,VU,P,,,y
Boloria eunomia,Boloria eunomia,BG,EN,P,,,y
Boloria eunomia,Boloria eunomia,BY,Unknown,P,,,y
Boloria eunomia,Boloria eunomia,CZ,NE,P,,,y
Boloria eunomia,Boloria eunomia,DE,EN,P,,,y
Boloria eunomia,Boloria eunomia,EE,LC,P,,,y
Boloria eunomia,Boloria eunomia,ES,NE,P,,,y
Boloria eunomia,Boloria eunomia,EU27,LC,P,,,y
Boloria eunomia,Boloria eunomia,EUR,LC,P,,,y
Boloria eunomia,Boloria eunomia,FI,LC,P,,,y
Boloria eunomia,Boloria eunomia,FR,LC,P,,,y
Boloria eunomia,Boloria eunomia,IT,NtA,P,,Addition Rudi Verovnik,y
Boloria eunomia,Boloria eunomia,LT,LC,P,,,y
Boloria eunomia,Boloria eunomia,LU,NT,P,,,y
Boloria eunomia,Boloria eunomia,LV,NRLA,P,,,y
Boloria eunomia,Boloria eunomia,NO,LC,P,,,y
Boloria eunomia,Boloria eunomia,PL,EN,P,,,y
Boloria eunomia,Boloria eunomia,RS,CR,P,,Unknown in 2003,y
Clossiana eunomia,Boloria eunomia,RU,NRLA,P,,,y
Boloria eunomia,Boloria eunomia,SE,LC,P,,,y
Boloria eunomia,Boloria eunomia,SK,RE,Ex,,,y
Boloria eunomia,Boloria eunomia,UA,EN,P,,,y
Boloria euphrosyne,Boloria euphrosyne,AD,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,AL,Unknown,P,,,y
Boloria euphrosyne,Boloria euphrosyne,AT,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,BA,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,BE,VU,P,,,y
Boloria euphrosyne,Boloria euphrosyne,BG,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,BY,Unknown,P,,,y
Boloria euphrosyne,Boloria euphrosyne,CH,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,CZ,VU,P,,,y
Boloria euphrosyne,Boloria euphrosyne,DE,EN,P,,,y
Boloria euphrosyne,Boloria euphrosyne,DK,CR,P,,,y
Boloria euphrosyne,Boloria euphrosyne,EE,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,ES,NE,P,,,y
Boloria euphrosyne,Boloria euphrosyne,EU27,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,EUR,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,FI,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,FR,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,GB,EN,P,,,y
Boloria euphrosyne,Boloria euphrosyne,GR,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,HR,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,HU,NT,P,,,y
Boloria euphrosyne,Boloria euphrosyne,IE,EN,P,,,y
Boloria euphrosyne,Boloria euphrosyne,IT,LC,P,,,y
Clossiana euphrosyne,Boloria euphrosyne,LI,NRLA,P,,,y
Boloria euphrosyne,Boloria euphrosyne,LT,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,LU,RE,Ex,,,y
Boloria euphrosyne,Boloria euphrosyne,LV,NRLA,P,,,y
Boloria euphrosyne,Boloria euphrosyne,MD,NRLA,P,,Addition Rudi Verovnik,y
Boloria euphrosyne,Boloria euphrosyne,ME,NRLA,P,,,y
Boloria euphrosyne,Boloria euphrosyne,MK,Unknown,P,,,y
Boloria euphrosyne,Boloria euphrosyne,NL,RE,Ex,,,y
Boloria euphrosyne,Boloria euphrosyne,NO,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,PL,VU,P,,Changed from NT to VU,y
Boloria euphrosyne,Boloria euphrosyne,PT,NRLA,P,,,y
Boloria euphrosyne,Boloria euphrosyne,RO,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,RS,LC,P,,,y
Clossiana euphrosyne,Boloria euphrosyne,RU,NRLA,P,,,y
Boloria euphrosyne,Boloria euphrosyne,SE,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,SI,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,SK,LC,P,,,y
Boloria euphrosyne,Boloria euphrosyne,UA,LC,P,,,y
Boloria freija,Boloria freija,BY,CR,P,,Red List Category added by Anatolij Kulak,y
Boloria freija,Boloria freija,EE,RE,Ex,,,y
Boloria freija,Boloria freija,EU27,LC,P,,,y
Boloria freija,Boloria freija,EUR,LC,P,,,y
Boloria freija,Boloria freija,FI,NT,P,,,y
Boloria freija,Boloria freija,LV,NRLA,P,,,y
Boloria freija,Boloria freija,NO,LC,P,,,y
Clossiana freija,Boloria freija,RU,NRLA,P,,,y
Boloria freija,Boloria freija,SE,LC,P,,,y
Boloria frigga,Boloria frigga,BY,CR,P,,Red List Category added by Anatolij Kulak,y
Boloria frigga,Boloria frigga,EE,EN,P,,,y
Boloria frigga,Boloria frigga,EU27,LC,P,,,y
Boloria frigga,Boloria frigga,EUR,LC,P,,,y
Boloria frigga,Boloria frigga,FI,LC,P,,,y
Boloria frigga,Boloria frigga,LT,VU,P,,,y
Boloria frigga,Boloria frigga,LV,NRLA,P,,,y
Boloria frigga,Boloria frigga,NO,LC,P,,,y
Clossiana frigga,Boloria frigga,RU,NRLA,P,,,y
Boloria frigga,Boloria frigga,SE,LC,P,,,y
Boloria graeca,Boloria graeca,AL,Unknown,P,,,y
Boloria graeca,Boloria graeca,BA,NT,P,,,y
Boloria graeca,Boloria graeca,BG,LC,P,,,y
Boloria graeca,Boloria graeca,EU27,LC,P,,,y
Boloria graeca,Boloria graeca,EUR,LC,P,,,y
Boloria graeca,Boloria graeca,FR,LC,P,,,y
Boloria graeca,Boloria graeca,GR,LC,P,,,y
Boloria graeca,Boloria graeca,IT,NT,P,,,y
Boloria graeca,Boloria graeca,ME,NRLA,P,,,y
Boloria graeca,Boloria graeca,MK,Unknown,P,,,y
Boloria graeca,Boloria graeca,RS,NT,P,,NT in 2003,y
Boloria improba,Boloria improba,EU27,EN,P,,,y
Boloria improba,Boloria improba,EUR,EN,P,,,y
Boloria improba,Boloria improba,FI,EN,P,,,y
Boloria improba,Boloria improba,NO,NT,P,,,y
Clossiana improba,Boloria improba,RU,NRLA,P,,,y
Boloria improba,Boloria improba,SE,VU,P,,,y
Boloria napaea,Boloria napaea,AT,NT,P,,,y
Boloria napaea,Boloria napaea,CH,LC,P,,,y
Boloria napaea,Boloria napaea,DE,R,P,,,y
Boloria napaea,Boloria napaea,ES,NE,P,,,y
Boloria napaea,Boloria napaea,EU27,LC,P,,,y
Boloria napaea,Boloria napaea,EUR,LC,P,,,y
Boloria napaea,Boloria napaea,FI,NT,P,,,y
Boloria napaea,Boloria napaea,FR,LC,P,,,y
Boloria napaea,Boloria napaea,IT,LC,P,,,y
Boloria napaea,Boloria napaea,LI,NRLA,P,,,y
Boloria napaea,Boloria napaea,NO,LC,P,,,y
Boloria napaea,Boloria napaea,RU,NRLA,P,,,y
Boloria napaea,Boloria napaea,SE,LC,P,,,y
Boloria oscarus,Boloria oscarus,EU27,NtA,P,,,n
Boloria oscarus,Boloria oscarus,EUR,NtA,P,,,n
Clossiana oscarus,Boloria oscarus,RU,NRLA,P,,,y
Boloria pales,Boloria pales,AD,NT,P,,,y
Boloria pales,Boloria pales,AL,Unknown,P,,,y
Boloria pales,Boloria pales,AT,LC,P,,,y
Boloria pales,Boloria pales,BA,NT,P,,,y
